#title = mean sea level anomaly global ocean (66S to 66N) (Annual signals removed) ,,,,
#institution = NOAA/Laboratory for Satellite Altimetry ,,,,
#references = NOAA Sea Level Rise (http://www.star.nesdis.noaa.gov/sod/lsa/SeaLevelRise/) and Radar Altimeter Database System (http://www.deos.tudelft.nl/altim/rads/) ,,,,
#comment = Data use policy: In publications, presentations, or on web pages based on LSA data the following acknowledgment should be included: 'Altimetry data are provided by NOAA Laboratory for Satellite Altimetry.' ,,
#trend = 2.94 mm/year (no glacial isostatic adjustment correction) ,,,,
year,TOPEX/Poseidon,Jason-1,Jason-2,Jason-3
2012.8046,,,37.28,
2012.8151,,36.28,,
2012.8318,,,36.68,
2012.8355,,37.2,,
2012.8559,,40.41,,
2012.8589,,,38.6,
2012.8858,,39.78,,
2012.8861,,,38.8,
2012.9132,,,37.43,
2012.9156,,37.29,,
2012.9404,,,40.42,
2012.9454,,38.17,,
2012.9658,,34.94,,
2012.9675,,,37.59,
2012.9862,,35.45,,
2012.9946,,,38.46,
2013.0162,,39.23,,
2013.0218,,,38.6,
2013.0459,,37.92,,
2013.0489,,,38.62,
2013.0758,,42.25,,
2013.0761,,,40.82,
2013.0961,,39.77,,
2013.1031,,,40.06,
2013.1167,,40.5,,
2013.1304,,,37.57,
2013.1464,,39.41,,
2013.1575,,,39.35,
2013.1846,,,40.93,
2013.2118,,,39.75,
2013.2196,,37,,
2013.2265,,38.56,,
2013.2469,,39.79,,
2013.2765,,36.54,,
2013.2933,,,37.66,
2013.3066,,33.97,,
2013.3204,,,40.31,
2013.3269,,34.96,,
2013.3473,,41.44,,
2013.3475,,,40.65,
2013.3747,,,38.54,
2013.3771,,41.14,,
2013.4018,,,37.84,
2013.407,,39.67,,
2013.429,,,37.7,
2013.4368,,35.4,,
2013.4561,,,36.39,
2013.4572,,31.65,,
2013.4833,,,37.87,
2013.5104,,,36.82,
2013.5376,,,36.53,
2013.5648,,,38.03,
2013.5919,,,37.76,
2013.619,,,33.47,
2013.6462,,,33.52,
2013.6696,,,37.2,
2013.7071,,,33.03,
2013.7276,,,34.92,
2013.7548,,,36.08,
2013.7819,,,36.56,
2013.8091,,,39.67,
2013.8362,,,41.12,
2013.8634,,,39.19,
2013.8905,,,38.34,
2013.9177,,,37.5,
2013.9448,,,35.11,
2013.972,,,37.08,
2013.9992,,,38.46,
2014.0263,,,38.37,
2014.0534,,,38.48,
2014.0806,,,36.55,
2014.1077,,,38.57,
2014.1349,,,41.16,
2014.162,,,40.92,
2014.1891,,,41.29,
2014.2163,,,40.09,
2014.2435,,,39.87,
2014.2705,,,40.33,
2014.2978,,,40.5,
2014.3249,,,38.26,
2014.352,,,37.99,
2014.3791,,,38.16,
2014.4063,,,39.14,
2014.4334,,,38.18,
2014.4606,,,40.34,
2014.4878,,,41.78,
2014.5149,,,42.59,
2014.5421,,,42.17,
2014.5692,,,39.24,
2014.5964,,,41.13,
2014.6235,,,42.73,
2014.6507,,,42.98,
2014.6777,,,42.49,
2014.705,,,42.12,
2014.7321,,,39.26,
2014.7593,,,41.37,
2014.7864,,,44.7,
2014.8136,,,44.27,
2014.8407,,,41.68,
2014.8679,,,41.7,
2014.895,,,38.29,
2014.9222,,,39.68,
2014.9493,,,48,
2014.9776,,,45.53,
2015.0036,,,41.65,
2015.0308,,,44.85,
2015.0579,,,44.73,
2015.085,,,46.68,
2015.1122,,,47.18,
2015.1394,,,49.34,
2015.1664,,,48.38,
2015.1936,,,47.04,
2015.2207,,,46.74,
2015.2479,,,48.01,
2015.275,,,49.18,
2015.3023,,,48.54,
2015.3293,,,48,
2015.3565,,,46.82,
2015.3837,,,45.28,
2015.4108,,,47.54,
2015.438,,,48.65,
2015.465,,,49.28,
2015.4923,,,50.18,
2015.5194,,,48.95,
2015.5465,,,49.2,
2015.5736,,,49.14,
2015.6009,,,50.81,
2015.628,,,49.39,
2015.6551,,,53.15,
2015.6823,,,53.36,
2015.7094,,,51.53,
2015.7366,,,53.21,
2015.7637,,,53.77,
2015.7909,,,54.46,
2015.8181,,,56.58,
2015.8452,,,53.04,
2015.8723,,,49.61,
2015.8995,,,52.64,
2015.9267,,,53.36,
2015.9538,,,52.29,
2015.981,,,51.58,
2016.008,,,47.83,
2016.0353,,,51.52,
2016.0624,,,55.38,
2016.0896,,,52.11,
2016.1167,,,54.88,
2016.1228,,,,52.08
2016.1438,,,53.92,52.2
2016.171,,,54.35,53.08
2016.1959,,,,51.24
2016.1981,,,52.49,
2016.2252,,,55.39,
2016.2253,,,,55.16
2016.2513,,,53.75,
2016.2524,,,,53.65
2016.2795,,,53.02,
2016.2796,,,,53.37
2016.3066,,,,52.43
2016.3067,,,51.98,
2016.3338,,,52.04,
2016.3339,,,,51.83
2016.361,,,51.95,51.85
2016.3881,,,50.6,51.86
2016.4153,,,53.44,54.7
2016.4424,,,53.32,
2016.4425,,,,54.51
2016.4696,,,55.41,55.93
2016.4967,,,53.08,53.63
2016.5238,,,52.21,
2016.5239,,,,52.87
2016.5511,,,52.31,52.93
2016.5782,,,49.92,50.95
2016.6053,,,49.48,49.57
2016.6325,,,48.45,48.64
2016.6596,,,52.01,
2016.6597,,,,52.27
2016.6868,,,52.95,52.06
2016.7139,,,51.54,52.3
2016.7411,,,49.37,50.08
2016.7682,,,,48.38
2016.7953,,,,50.46
2016.8226,,,,51.13
2016.8497,,,,52.7
2016.8769,,,,53.13
2016.904,,,,56.95
2016.9298,,,,54.82
2016.9582,,,,52.83
2016.9854,,,,51.72
2017.0126,,,,52.15
2017.0397,,,,53.24
2017.0668,,,,51.65
2017.094,,,,50.06
2017.1211,,,,50.05
2017.1483,,,,50.96
2017.1754,,,,52.32
2017.2026,,,,52.37
2017.2297,,,,53.37
2017.2569,,,,55.17
2017.284,,,,53.69
2017.3111,,,,53.16
2017.3383,,,,52.27
2017.3655,,,,52.19
2017.3926,,,,48.99
2017.4198,,,,52.61
2017.4469,,,,51.99
2017.474,,,,51.79
2017.5012,,,,52.84
2017.5284,,,,53.83
2017.5555,,,,53.45
2017.5827,,,,57.13
2017.6098,,,,55.62
2017.6369,,,,54.59
2017.6641,,,,54.12
2017.6913,,,,55.82
2017.7185,,,,55.39
2017.7455,,,,53.22
2017.7727,,,,52.08
2017.7999,,,,53.62
2017.8271,,,,55.37
2017.8542,,,,57.2
2017.8813,,,,56.97
2017.9085,,,,58.24
2017.9355,,,,57.59
2017.9628,,,,57.87
2017.9899,,,,55.84
2018.017,,,,55.85
2018.0442,,,,55.42
2018.0713,,,,56.8
2018.0985,,,,57.77
2018.1256,,,,55.63
2018.1527,,,,54.61
2018.18,,,,56.45
2018.207,,,,57.09
2018.2342,,,,56.09
2018.2614,,,,54.48
2018.2886,,,,54.21
2018.3156,,,,54.99
2018.3428,,,,56.3
2018.3699,,,,56.43
2018.3971,,,,55.12
2018.4242,,,,55.82
2018.4513,,,,55.27
2018.4786,,,,55.33
2018.5057,,,,55.94
2018.5328,,,,58.59
2018.56,,,,58.67
2018.5871,,,,57.52
2018.6144,,,,56.27
2018.6415,,,,56.82
2018.6686,,,,57.57
2018.6958,,,,59.69
2018.7229,,,,58.99
2018.7501,,,,60.87
2018.7772,,,,58.19
2018.8044,,,,59.2
2018.8315,,,,61.61
2018.8586,,,,60
2018.8858,,,,59.53
2018.9129,,,,58.23
2018.9401,,,,57.92
2018.9673,,,,58
2018.9944,,,,59.57
2019.0215,,,,59.05
2019.0486,,,,64.59
2019.0758,,,,60.94
2019.103,,,,62.38
2019.1301,,,,61.01
2019.1463,,,,61.44
2019.1877,,,,62.29
2019.2115,,,,64.91
2019.2387,,,,62.9
2019.2596,,,,60.78
2019.293,,,,60.54
2019.3202,,,,63.32
2019.3474,,,,65.54
2019.3744,,,,63.46
2019.4016,,,,61.84
2019.4287,,,,60.32
2019.4559,,,,64.15
2019.483,,,,64.37
2019.5102,,,,66.13
2019.5374,,,,64.83
2019.5644,,,,63.78
2019.5917,,,,62.88
2019.6187,,,,65.73
2019.6459,,,,67.47
2019.6731,,,,66.21
2019.7001,,,,65.37
2019.7273,,,,64.91
2019.7545,,,,62.64
2019.7817,,,,64.02
2019.8088,,,,63.99
2019.836,,,,63.27
2019.8631,,,,67.02
2019.8903,,,,65
2019.9174,,,,64.13
2019.9446,,,,65.94
2019.9717,,,,64.82
2019.9988,,,,65.88
2020.026,,,,63.16
2020.0532,,,,60.77
2020.0749,,,,62.61
2020.1118,,,,66.77
2020.1346,,,,65.58
2020.1617,,,,63.5
2020.1889,,,,65.1
2020.216,,,,62.72
2020.2432,,,,65.22
2020.2693,,,,66.02
